city,区/市/县/旗,基站标识eNodeBID,小区标识（CellID）,k,基站中文名,扇区中文名,longitude,latitude,站点类型,设备厂家,扇区覆盖区域类型,农村/城区大类,物理小区标识(PCI),TAC,频段指示,天线方位角（度）,数据最近更新日期,id,tf, 
九江市,德安县,456192,0,456192_0,JJ_DT_XT_德安县供电局BBU德安县火车站RRU,JJ_DT_L_XT_德安县火车站-1,115.76,29.312,宏站,大唐,县城,城区,无,无,41,270,2017/9/29 0:00,49094,城市, 
九江市,德安县,456192,1,456192_1,JJ_DT_XT_德安县供电局BBU德安县火车站RRU,JJ_DT_L_XT_德安县火车站-2,115.76,29.312,宏站,大唐,县城,城区,无,无,41,270,2017/9/29 0:00,49095,城市, 
九江市,德安县,456192,2,456192_2,JJ_DT_XT_德安县供电局BBU德安县火车站RRU,JJ_DT_L_XT_德安县火车站-3,115.76,29.312,宏站,大唐,县城,城区,无,无,41,270,2017/9/29 0:00,49096,城市, 
九江市,德安县,456193,3,456193_3,JJ_DT_XD_德安县电信局,JJ_DT_S_XD_德安县电信局营业厅-4,115.758,29.3311,室分,大唐,县城,城区,无,无,41,60,2017/9/29 0:00,49097,城市, 
九江市,德安县,456193,0,456193_0,JJ_DT_XD_德安县电信局,JJ_DT_W_XD_德安县电信局-1,115.758,29.3311,宏站,大唐,县城,城区,无,无,41,270,2017/9/29 0:00,49098,城市, 
九江市,德安县,456193,1,456193_1,JJ_DT_XD_德安县电信局,JJ_DT_W_XD_德安县电信局-2,115.758,29.3311,宏站,大唐,县城,城区,无,无,41,60,2017/9/29 0:00,49099,城市, 
九江市,德安县,456193,2,456193_2,JJ_DT_XD_德安县电信局,JJ_DT_W_XD_德安县电信局-3,115.758,29.3311,宏站,大唐,县城,城区,无,无,41,60,2017/9/29 0:00,49100,城市, 
九江市,德安县,828387,145,828387_145,JJ_HBNB_XT_德安县木环电信所$,JJ_HB_L_XT_德安县宝塔乡东山村$-1,115.657598,29.327393,宏站,华为,农村,农村,45,29632,5,150,2017/9/29 0:00,49101,农村, 
九江市,德安县,828387,146,828387_146,JJ_HBNB_XT_德安县木环电信所$,JJ_HB_L_XT_德安县宝塔乡东山村$-2,115.657598,29.327393,宏站,华为,农村,农村,46,29632,5,315,2017/9/29 0:00,49102,农村, 
九江市,德安县,828374,145,828374_145,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HB_W_DT_德安县爱民乡土塘村大冲垄$-1,115.575035,29.412581,宏站,华为,农村,农村,51,28501,5,120,2017/9/29 0:00,49103,农村, 
九江市,德安县,828374,146,828374_146,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HB_W_DT_德安县爱民乡土塘村大冲垄$-2,115.575035,29.412581,宏站,华为,农村,农村,52,28501,5,185,2017/9/29 0:00,49104,农村, 
九江市,德安县,828374,147,828374_147,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HB_W_DT_德安县爱民乡土塘村大冲垄$-3,115.575035,29.412581,宏站,华为,农村,农村,53,28501,5,345,2017/9/29 0:00,49105,农村, 
九江市,德安县,828375,145,828375_145,JJ_HBNB_DT_德安县爱民乡西泉村$,JJ_HB_W_DT_德安县爱民乡西泉村$-1,115.556451,29.465844,宏站,华为,农村,农村,78,29632,5,0,2017/9/29 0:00,49106,农村, 
九江市,德安县,828375,146,828375_146,JJ_HBNB_DT_德安县爱民乡西泉村$,JJ_HB_W_DT_德安县爱民乡西泉村$-2,115.556451,29.465844,宏站,华为,农村,农村,79,29632,5,220,2017/9/29 0:00,49107,农村, 
九江市,德安县,828379,145,828379_145,JJ_HBNB_DT_德安县宝塔乡东山村老屋郭家$,JJ_HB_W_DT_德安县宝塔乡东山村老屋郭家$-1,115.665961,29.318542,宏站,华为,农村,农村,60,28499,5,80,2017/9/29 0:00,49108,农村, 
九江市,德安县,828379,146,828379_146,JJ_HBNB_DT_德安县宝塔乡东山村老屋郭家$,JJ_HB_W_DT_德安县宝塔乡东山村老屋郭家$-2,115.665961,29.318542,宏站,华为,农村,农村,61,28499,5,220,2017/9/29 0:00,49109,农村, 
九江市,德安县,828379,147,828379_147,JJ_HBNB_DT_德安县宝塔乡东山村老屋郭家$,JJ_HB_W_DT_德安县宝塔乡东山村老屋郭家$-3,115.665961,29.318542,宏站,华为,农村,农村,62,28499,5,320,2017/9/29 0:00,49110,农村, 
九江市,德安县,828373,145,828373_145,JJ_HBNB_DT_德安县车桥镇白羊村$,JJ_HB_W_DT_德安县车桥镇白羊村$-1,115.459376,29.385312,宏站,华为,农村,农村,93,28501,5,50,2017/9/29 0:00,49111,农村, 
九江市,德安县,828373,146,828373_146,JJ_HBNB_DT_德安县车桥镇白羊村$,JJ_HB_W_DT_德安县车桥镇白羊村$-2,115.459376,29.385312,宏站,华为,农村,农村,94,28501,5,150,2017/9/29 0:00,49112,农村, 
九江市,德安县,828373,147,828373_147,JJ_HBNB_DT_德安县车桥镇白羊村$,JJ_HB_W_DT_德安县车桥镇白羊村$-3,115.459376,29.385312,宏站,华为,农村,农村,95,28501,5,270,2017/9/29 0:00,49113,农村, 
九江市,德安县,828372,145,828372_145,JJ_HBNB_DT_德安县车桥镇九井村杨梅$,JJ_HB_W_DT_德安县车桥镇九井村杨梅$-1,115.389453,29.379968,宏站,华为,农村,农村,126,29632,5,70,2017/9/29 0:00,49114,农村, 
九江市,德安县,828372,146,828372_146,JJ_HBNB_DT_德安县车桥镇九井村杨梅$,JJ_HB_W_DT_德安县车桥镇九井村杨梅$-2,115.389453,29.379968,宏站,华为,农村,农村,127,29632,5,135,2017/9/29 0:00,49115,农村, 
九江市,德安县,828372,147,828372_147,JJ_HBNB_DT_德安县车桥镇九井村杨梅$,JJ_HB_W_DT_德安县车桥镇九井村杨梅$-3,115.389453,29.379968,宏站,华为,农村,农村,128,29632,5,265,2017/9/29 0:00,49116,农村, 
九江市,德安县,828370,145,828370_145,JJ_HBNB_DT_德安县车桥镇黎家村$,JJ_HB_W_DT_德安县车桥镇黎家村$-1,115.426572,29.401976,宏站,华为,农村,农村,120,28501,5,20,2017/9/29 0:00,49117,农村, 
九江市,德安县,828370,146,828370_146,JJ_HBNB_DT_德安县车桥镇黎家村$,JJ_HB_W_DT_德安县车桥镇黎家村$-2,115.426572,29.401976,宏站,华为,农村,农村,121,28501,5,120,2017/9/29 0:00,49118,农村, 
九江市,德安县,828370,147,828370_147,JJ_HBNB_DT_德安县车桥镇黎家村$,JJ_HB_W_DT_德安县车桥镇黎家村$-3,115.426572,29.401976,宏站,华为,农村,农村,122,28501,5,260,2017/9/29 0:00,49119,农村, 
九江市,德安县,828371,145,828371_145,JJ_HBNB_DT_德安县车桥镇严家昄$,JJ_HB_W_DT_德安县车桥镇严家昄$-1,115.437482,29.393492,宏站,华为,农村,农村,102,29632,5,60,2017/9/29 0:00,49120,农村, 
九江市,德安县,828371,146,828371_146,JJ_HBNB_DT_德安县车桥镇严家昄$,JJ_HB_W_DT_德安县车桥镇严家昄$-2,115.437482,29.393492,宏站,华为,农村,农村,103,29632,5,220,2017/9/29 0:00,49121,农村, 
九江市,德安县,828371,147,828371_147,JJ_HBNB_DT_德安县车桥镇严家昄$,JJ_HB_W_DT_德安县车桥镇严家昄$-3,115.437482,29.393492,宏站,华为,农村,农村,104,29632,5,320,2017/9/29 0:00,49122,农村, 
九江市,德安县,828378,145,828378_145,JJ_HBNB_DT_德安县丰林镇芦溪村$,JJ_HB_W_DT_德安县丰林镇芦溪村$-1,115.700292,29.383659,宏站,华为,农村,农村,66,29632,5,110,2017/9/29 0:00,49123,农村, 
九江市,德安县,828378,146,828378_146,JJ_HBNB_DT_德安县丰林镇芦溪村$,JJ_HB_W_DT_德安县丰林镇芦溪村$-2,115.700292,29.383659,宏站,华为,农村,农村,67,29632,5,180,2017/9/29 0:00,49124,农村, 
九江市,德安县,828378,147,828378_147,JJ_HBNB_DT_德安县丰林镇芦溪村$,JJ_HB_W_DT_德安县丰林镇芦溪村$-3,115.700292,29.383659,宏站,华为,农村,农村,68,29632,5,300,2017/9/29 0:00,49125,农村, 
九江市,德安县,828376,145,828376_145,JJ_HBNB_DT_德安县邹桥镇杨坊村$,JJ_HB_W_DT_德安县邹桥镇杨坊村$-1,115.456619,29.427984,宏站,华为,农村,农村,87,29632,5,70,2017/9/29 0:00,49126,农村, 
九江市,德安县,828376,146,828376_146,JJ_HBNB_DT_德安县邹桥镇杨坊村$,JJ_HB_W_DT_德安县邹桥镇杨坊村$-2,115.456619,29.427984,宏站,华为,农村,农村,88,29632,5,240,2017/9/29 0:00,49127,农村, 
九江市,德安县,828376,147,828376_147,JJ_HBNB_DT_德安县邹桥镇杨坊村$,JJ_HB_W_DT_德安县邹桥镇杨坊村$-3,115.456619,29.427984,宏站,华为,农村,农村,89,29632,5,340,2017/9/29 0:00,49128,农村, 
九江市,德安县,828377,145,828377_145,JJ_HB_NT_德安县聂桥镇聂桥9组$,JJ_HB_W_NT_德安县聂桥镇聂桥9组$-1,115.661415,29.42336,宏站,华为,农村,农村,24,28501,5,90,2017/9/29 0:00,49129,农村, 
九江市,德安县,828377,146,828377_146,JJ_HB_NT_德安县聂桥镇聂桥9组$,JJ_HB_W_NT_德安县聂桥镇聂桥9组$-2,115.661415,29.42336,宏站,华为,农村,农村,25,28501,5,170,2017/9/29 0:00,49130,农村, 
九江市,德安县,828397,145,828397_145,JJ_HBNB_XT_德安县爱民乡南山村$,JJ_HB_W_XT_德安县爱民乡南山村$-1,115.537233,29.411156,宏站,华为,农村,农村,72,29632,5,130,2017/9/29 0:00,49131,农村, 
九江市,德安县,828397,146,828397_146,JJ_HBNB_XT_德安县爱民乡南山村$,JJ_HB_W_XT_德安县爱民乡南山村$-2,115.537233,29.411156,宏站,华为,农村,农村,73,29632,5,200,2017/9/29 0:00,49132,农村, 
九江市,德安县,828397,147,828397_147,JJ_HBNB_XT_德安县爱民乡南山村$,JJ_HB_W_XT_德安县爱民乡南山村$-3,115.537233,29.411156,宏站,华为,农村,农村,74,29632,5,340,2017/9/29 0:00,49133,农村, 
九江市,德安县,828400,145,828400_145,JJ_HBNB_XT_德安县爱民乡土塘村$,JJ_HB_W_XT_德安县爱民乡土塘村$-1,115.579033,29.429691,宏站,华为,农村,农村,39,29632,5,100,2017/9/29 0:00,49134,农村, 
九江市,德安县,828400,146,828400_146,JJ_HBNB_XT_德安县爱民乡土塘村$,JJ_HB_W_XT_德安县爱民乡土塘村$-2,115.579033,29.429691,宏站,华为,农村,农村,40,29632,5,200,2017/9/29 0:00,49135,农村, 
九江市,德安县,828400,147,828400_147,JJ_HBNB_XT_德安县爱民乡土塘村$,JJ_HB_W_XT_德安县爱民乡土塘村$-3,115.579033,29.429691,宏站,华为,农村,农村,41,29632,5,300,2017/9/29 0:00,49136,农村, 
九江市,德安县,828382,145,828382_145,JJ_HBNB_XT_德安县车桥镇白水村$,JJ_HB_W_XT_德安县车桥镇白水村$-1,115.422528,29.414203,宏站,华为,农村,农村,123,29632,5,45,2017/9/29 0:00,49137,农村, 
九江市,德安县,828382,146,828382_146,JJ_HBNB_XT_德安县车桥镇白水村$,JJ_HB_W_XT_德安县车桥镇白水村$-2,115.422528,29.414203,宏站,华为,农村,农村,124,29632,5,150,2017/9/29 0:00,49138,农村, 
九江市,德安县,828395,145,828395_145,JJ_HBNB_XT_德安县车桥镇九井村$,JJ_HB_W_XT_德安县车桥镇九井村$-1,115.396251,29.401712,宏站,华为,农村,农村,129,29632,5,30,2017/9/29 0:00,49139,农村, 
九江市,德安县,828395,146,828395_146,JJ_HBNB_XT_德安县车桥镇九井村$,JJ_HB_W_XT_德安县车桥镇九井村$-2,115.396251,29.401712,宏站,华为,农村,农村,130,29632,5,150,2017/9/29 0:00,49140,农村, 
九江市,德安县,828395,147,828395_147,JJ_HBNB_XT_德安县车桥镇九井村$,JJ_HB_W_XT_德安县车桥镇九井村$-3,115.396251,29.401712,宏站,华为,农村,农村,131,29632,5,280,2017/9/29 0:00,49141,农村, 
九江市,德安县,828396,145,828396_145,JJ_HBNB_XT_德安县车桥镇马家坊村$,JJ_HB_W_XT_德安县车桥镇马家坊村$-1,115.444732,29.372391,宏站,华为,农村,农村,108,29632,5,10,2017/9/29 0:00,49142,农村, 
九江市,德安县,828396,146,828396_146,JJ_HBNB_XT_德安县车桥镇马家坊村$,JJ_HB_W_XT_德安县车桥镇马家坊村$-2,115.444732,29.372391,宏站,华为,农村,农村,109,29632,5,140,2017/9/29 0:00,49143,农村, 
九江市,德安县,828396,147,828396_147,JJ_HBNB_XT_德安县车桥镇马家坊村$,JJ_HB_W_XT_德安县车桥镇马家坊村$-3,115.444732,29.372391,宏站,华为,农村,农村,110,29632,5,260,2017/9/29 0:00,49144,农村, 
九江市,德安县,828388,145,828388_145,JJ_HBNB_XT_德安县车桥镇潘坊村$,JJ_HB_W_XT_德安县车桥镇潘坊村$-1,115.414971,29.360721,宏站,华为,农村,农村,114,29632,5,140,2017/9/29 0:00,49145,农村, 
九江市,德安县,828388,146,828388_146,JJ_HBNB_XT_德安县车桥镇潘坊村$,JJ_HB_W_XT_德安县车桥镇潘坊村$-2,115.414971,29.360721,宏站,华为,农村,农村,115,29632,5,300,2017/9/29 0:00,49146,农村, 
九江市,德安县,828381,145,828381_145,JJ_HBNB_XD_德安县高塘乡$,JJ_HB_W_XT_德安县高塘乡$-1,115.77917,29.41721,宏站,华为,乡镇,农村,188,29632,5,60,2017/9/29 0:00,49147,农村, 
九江市,德安县,828381,146,828381_146,JJ_HBNB_XD_德安县高塘乡$,JJ_HB_W_XT_德安县高塘乡$-2,115.77917,29.41721,宏站,华为,乡镇,农村,187,29632,5,220,2017/9/29 0:00,49148,农村, 
九江市,德安县,828381,147,828381_147,JJ_HBNB_XD_德安县高塘乡$,JJ_HB_W_XT_德安县高塘乡$-3,115.77917,29.41721,宏站,华为,乡镇,农村,186,29632,5,330,2017/9/29 0:00,49149,农村, 
九江市,德安县,827934,145,827934_145,JJ_HBNB_XT_德安县公安局$,JJ_HB_W_XT_德安县公安局-1,115.757192,29.311189,宏站,华为,县城,城区,30,29632,5,80,2017/9/29 0:00,49150,城市, 
九江市,德安县,827934,146,827934_146,JJ_HBNB_XT_德安县公安局$,JJ_HB_W_XT_德安县公安局-2,115.757192,29.311189,宏站,华为,县城,城区,31,29632,5,220,2017/9/29 0:00,49151,城市, 
九江市,德安县,827934,147,827934_147,JJ_HBNB_XT_德安县公安局$,JJ_HB_W_XT_德安县公安局-3,115.757192,29.311189,宏站,华为,县城,城区,32,29632,5,330,2017/9/29 0:00,49152,城市, 
九江市,德安县,828398,145,828398_145,JJ_HBNB_XT_德安县林泉乡小溪山$,JJ_HB_W_XT_德安县林泉乡小溪山$-1,115.716285,29.494839,宏站,华为,农村,农村,6,29632,5,110,2017/9/29 0:00,49153,农村, 
九江市,德安县,828398,146,828398_146,JJ_HBNB_XT_德安县林泉乡小溪山$,JJ_HB_W_XT_德安县林泉乡小溪山$-2,115.716285,29.494839,宏站,华为,农村,农村,7,29632,5,180,2017/9/29 0:00,49154,农村, 
九江市,德安县,828398,147,828398_147,JJ_HBNB_XT_德安县林泉乡小溪山$,JJ_HB_W_XT_德安县林泉乡小溪山$-3,115.716285,29.494839,宏站,华为,农村,农村,8,29632,5,300,2017/9/29 0:00,49155,农村, 
九江市,德安县,827964,145,827964_145,JJ_HBNB_XD_德安县林泉小溪山村委会BBU2$,JJ_HB_W_XT_德安县林泉小溪山村委会$-1,115.694083,29.495386,宏站,华为,农村,农村,0,28501,5,50,2017/9/29 0:00,49156,农村, 
九江市,德安县,827964,146,827964_146,JJ_HBNB_XD_德安县林泉小溪山村委会BBU2$,JJ_HB_W_XT_德安县林泉小溪山村委会$-2,115.694083,29.495386,宏站,华为,农村,农村,1,28501,5,160,2017/9/29 0:00,49157,农村, 
九江市,德安县,827964,147,827964_147,JJ_HBNB_XD_德安县林泉小溪山村委会BBU2$,JJ_HB_W_XT_德安县林泉小溪山村委会$-3,115.694083,29.495386,宏站,华为,农村,农村,2,28501,5,290,2017/9/29 0:00,49158,农村, 
九江市,德安县,828394,145,828394_145,JJ_HBNB_XT_德安县磨溪乡董家$,JJ_HB_W_XT_德安县磨溪乡董家$-1,115.623004,29.393599,宏站,华为,农村,农村,27,29632,5,40,2017/9/29 0:00,49159,农村, 
九江市,德安县,828394,146,828394_146,JJ_HBNB_XT_德安县磨溪乡董家$,JJ_HB_W_XT_德安县磨溪乡董家$-2,115.623004,29.393599,宏站,华为,农村,农村,29,29632,5,150,2017/9/29 0:00,49160,农村, 
九江市,德安县,828394,147,828394_147,JJ_HBNB_XT_德安县磨溪乡董家$,JJ_HB_W_XT_德安县磨溪乡董家$-3,115.623004,29.393599,宏站,华为,农村,农村,34,29632,5,240,2017/9/29 0:00,49161,农村, 
九江市,德安县,828385,145,828385_145,JJ_HBNB_XT_德安县磨溪乡小学$,JJ_HB_W_XT_德安县磨溪乡小学$-1,115.573434,29.364961,宏站,华为,农村,农村,99,29632,5,0,2017/9/29 0:00,49162,农村, 
九江市,德安县,828385,146,828385_146,JJ_HBNB_XT_德安县磨溪乡小学$,JJ_HB_W_XT_德安县磨溪乡小学$-2,115.573434,29.364961,宏站,华为,农村,农村,100,29632,5,100,2017/9/29 0:00,49163,农村, 
九江市,德安县,828385,147,828385_147,JJ_HBNB_XT_德安县磨溪乡小学$,JJ_HB_W_XT_德安县磨溪乡小学$-3,115.573434,29.364961,宏站,华为,农村,农村,101,29632,5,230,2017/9/29 0:00,49164,农村, 
九江市,德安县,827954,145,827954_145,JJ_HBNB_XT_德安县磨溪乡新田村$,JJ_HB_W_XT_德安县磨溪乡新田村-1,115.613166,29.353943,宏站,华为,农村,农村,28,29632,5,45,2017/9/29 0:00,49165,农村, 
九江市,德安县,827954,146,827954_146,JJ_HBNB_XT_德安县磨溪乡新田村$,JJ_HB_W_XT_德安县磨溪乡新田村-2,115.613166,29.353943,宏站,华为,农村,农村,33,29632,5,180,2017/9/29 0:00,49166,农村, 
九江市,德安县,827954,147,827954_147,JJ_HBNB_XT_德安县磨溪乡新田村$,JJ_HB_W_XT_德安县磨溪乡新田村-3,115.613166,29.353943,宏站,华为,农村,农村,35,29632,5,300,2017/9/29 0:00,49167,农村, 
九江市,德安县,828383,145,828383_145,JJ_HBNB_XT_德安县聂桥镇$,JJ_HB_W_XT_德安县聂桥镇$-1,115.647622,29.398836,宏站,华为,乡镇,农村,36,29632,5,120,2017/9/29 0:00,49168,农村, 
九江市,德安县,828383,146,828383_146,JJ_HBNB_XT_德安县聂桥镇$,JJ_HB_W_XT_德安县聂桥镇$-2,115.647622,29.398836,宏站,华为,乡镇,农村,37,29632,5,250,2017/9/29 0:00,49169,农村, 
九江市,德安县,828383,147,828383_147,JJ_HBNB_XT_德安县聂桥镇$,JJ_HB_W_XT_德安县聂桥镇$-3,115.647622,29.398836,宏站,华为,乡镇,农村,38,29632,5,340,2017/9/29 0:00,49170,农村, 
九江市,德安县,828399,145,828399_145,JJ_HB_XT_德安县聂桥镇芦溪村蔡家$,JJ_HB_W_XT_德安县聂桥镇芦溪村蔡家$-1,115.682553,29.384733,宏站,华为,农村,农村,48,28499,5,0,2017/9/29 0:00,49171,农村, 
九江市,德安县,828399,146,828399_146,JJ_HB_XT_德安县聂桥镇芦溪村蔡家$,JJ_HB_W_XT_德安县聂桥镇芦溪村蔡家$-2,115.682553,29.384733,宏站,华为,农村,农村,49,28499,5,110,2017/9/29 0:00,49172,农村, 
九江市,德安县,828399,147,828399_147,JJ_HB_XT_德安县聂桥镇芦溪村蔡家$,JJ_HB_W_XT_德安县聂桥镇芦溪村蔡家$-3,115.682553,29.384733,宏站,华为,农村,农村,50,28499,5,270,2017/9/29 0:00,49173,农村, 
九江市,德安县,828389,145,828389_145,JJ_HBNB_XT_德安县聂桥镇永丰村$,JJ_HB_W_XT_德安县聂桥镇永丰村$-1,115.666992,29.361691,宏站,华为,农村,农村,54,29632,5,80,2017/9/29 0:00,49174,农村, 
九江市,德安县,828389,146,828389_146,JJ_HBNB_XT_德安县聂桥镇永丰村$,JJ_HB_W_XT_德安县聂桥镇永丰村$-2,115.666992,29.361691,宏站,华为,农村,农村,55,29632,5,250,2017/9/29 0:00,49175,农村, 
九江市,德安县,828389,147,828389_147,JJ_HBNB_XT_德安县聂桥镇永丰村$,JJ_HB_W_XT_德安县聂桥镇永丰村$-3,115.666992,29.361691,宏站,华为,农村,农村,56,29632,5,310,2017/9/29 0:00,49176,农村, 
九江市,德安县,827932,145,827932_145,JJ_HBNB_XT_德安县上好家园小区$,JJ_HB_W_XT_德安县上好家园小区-1,115.749035,29.307854,宏站,华为,县城,城区,15,29632,5,45,2017/9/29 0:00,49177,城市, 
九江市,德安县,827932,146,827932_146,JJ_HBNB_XT_德安县上好家园小区$,JJ_HB_W_XT_德安县上好家园小区-2,115.749035,29.307854,宏站,华为,县城,城区,16,29632,5,210,2017/9/29 0:00,49178,城市, 
九江市,德安县,827932,147,827932_147,JJ_HBNB_XT_德安县上好家园小区$,JJ_HB_W_XT_德安县上好家园小区-3,115.749035,29.307854,宏站,华为,县城,城区,17,29632,5,340,2017/9/29 0:00,49179,城市, 
九江市,德安县,828386,145,828386_145,JJ_HBNB_XT_德安县吴山乡$,JJ_HB_W_XT_德安县吴山乡$-1,115.653403,29.433344,宏站,华为,乡镇,农村,21,29632,5,60,2017/9/29 0:00,49180,农村, 
九江市,德安县,828386,146,828386_146,JJ_HBNB_XT_德安县吴山乡$,JJ_HB_W_XT_德安县吴山乡$-2,115.653403,29.433344,宏站,华为,乡镇,农村,22,29632,5,240,2017/9/29 0:00,49181,农村, 
九江市,德安县,828386,147,828386_147,JJ_HBNB_XT_德安县吴山乡$,JJ_HB_W_XT_德安县吴山乡$-3,115.653403,29.433344,宏站,华为,乡镇,农村,23,29632,5,310,2017/9/29 0:00,49182,农村, 
九江市,德安县,827955,145,827955_145,JJ_HBNB_XT_德安县吴山乡杨柳村$,JJ_HB_W_XT_德安县吴山乡杨柳村-1,115.570058,29.513326,宏站,华为,农村,农村,12,28501,5,20,2017/9/29 0:00,49183,农村, 
九江市,德安县,827955,146,827955_146,JJ_HBNB_XT_德安县吴山乡杨柳村$,JJ_HB_W_XT_德安县吴山乡杨柳村-2,115.570058,29.513326,宏站,华为,农村,农村,14,28501,5,160,2017/9/29 0:00,49184,农村, 
九江市,德安县,827955,147,827955_147,JJ_HBNB_XT_德安县吴山乡杨柳村$,JJ_HB_W_XT_德安县吴山乡杨柳村-3,115.570058,29.513326,宏站,华为,农村,农村,16,28501,5,280,2017/9/29 0:00,49185,农村, 
九江市,德安县,828393,145,828393_145,JJ_HBNB_XT_德安县吴山乡樟树村$,JJ_HB_W_XT_德安县吴山乡樟树村$-1,115.605591,29.485861,宏站,华为,农村,农村,13,29632,5,100,2017/9/29 0:00,49186,农村, 
九江市,德安县,828393,146,828393_146,JJ_HBNB_XT_德安县吴山乡樟树村$,JJ_HB_W_XT_德安县吴山乡樟树村$-2,115.605591,29.485861,宏站,华为,农村,农村,15,29632,5,190,2017/9/29 0:00,49187,农村, 
九江市,德安县,828393,147,828393_147,JJ_HBNB_XT_德安县吴山乡樟树村$,JJ_HB_W_XT_德安县吴山乡樟树村$-3,115.605591,29.485861,宏站,华为,农村,农村,17,29632,5,310,2017/9/29 0:00,49188,农村, 
九江市,德安县,828384,145,828384_145,JJ_HBNB_XT_德安县邹桥镇$,JJ_HB_W_XT_德安县邹桥镇$-1,115.484558,29.427952,宏站,华为,乡镇,农村,84,29632,5,120,2017/9/29 0:00,49189,农村, 
九江市,德安县,828384,146,828384_146,JJ_HBNB_XT_德安县邹桥镇$,JJ_HB_W_XT_德安县邹桥镇$-2,115.484558,29.427952,宏站,华为,乡镇,农村,85,29632,5,250,2017/9/29 0:00,49190,农村, 
九江市,德安县,828384,147,828384_147,JJ_HBNB_XT_德安县邹桥镇$,JJ_HB_W_XT_德安县邹桥镇$-3,115.484558,29.427952,宏站,华为,乡镇,农村,86,29632,5,330,2017/9/29 0:00,49191,农村, 
九江市,德安县,828391,145,828391_145,JJ_HBNB_XT_德安县邹桥镇岑家村$,JJ_HB_W_XT_德安县邹桥镇岑家村$-1,115.499038,29.436849,宏站,华为,农村,农村,63,29632,5,80,2017/9/29 0:00,49192,农村, 
九江市,德安县,828391,146,828391_146,JJ_HBNB_XT_德安县邹桥镇岑家村$,JJ_HB_W_XT_德安县邹桥镇岑家村$-2,115.499038,29.436849,宏站,华为,农村,农村,64,29632,5,200,2017/9/29 0:00,49193,农村, 
九江市,德安县,828391,147,828391_147,JJ_HBNB_XT_德安县邹桥镇岑家村$,JJ_HB_W_XT_德安县邹桥镇岑家村$-3,115.499038,29.436849,宏站,华为,农村,农村,65,29632,5,330,2017/9/29 0:00,49194,农村, 
九江市,德安县,828392,145,828392_145,JJ_HBNB_XT_德安县邹桥镇付山村$,JJ_HB_W_XT_德安县邹桥镇付山村$-1,115.520786,29.460331,宏站,华为,农村,农村,57,29632,5,160,2017/9/29 0:00,49195,农村, 
九江市,德安县,828392,146,828392_146,JJ_HBNB_XT_德安县邹桥镇付山村$,JJ_HB_W_XT_德安县邹桥镇付山村$-2,115.520786,29.460331,宏站,华为,农村,农村,58,29632,5,255,2017/9/29 0:00,49196,农村, 
九江市,德安县,828390,145,828390_145,JJ_HBNB_XT_德安县邹桥镇源口村委会后山$,JJ_HB_W_XT_德安县邹桥镇源口村委会后山$-1,115.446777,29.450516,宏站,华为,农村,农村,90,29632,5,60,2017/9/29 0:00,49197,农村, 
九江市,德安县,828390,146,828390_146,JJ_HBNB_XT_德安县邹桥镇源口村委会后山$,JJ_HB_W_XT_德安县邹桥镇源口村委会后山$-2,115.446777,29.450516,宏站,华为,农村,农村,91,29632,5,175,2017/9/29 0:00,49198,农村, 
九江市,德安县,828387,209,828387_209,JJ_HBNB_XT_德安县木环电信所$,JJ_HBNB_L_XT_德安县宝塔乡东山村$-3,115.657598,29.327393,宏站,华为,农村,农村,45,29632,5,150,2017/9/29 0:00,49199,农村, 
九江市,德安县,828387,210,828387_210,JJ_HBNB_XT_德安县木环电信所$,JJ_HBNB_L_XT_德安县宝塔乡东山村$-4,115.657598,29.327393,宏站,华为,农村,农村,46,29632,5,315,2017/9/29 0:00,49200,农村, 
九江市,德安县,828374,209,828374_209,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HBNB_W_DT_德安县爱民乡土塘村大冲垄$-4,115.575035,29.412581,宏站,华为,农村,农村,51,28501,5,120,2017/9/29 0:00,49201,农村, 
九江市,德安县,828374,210,828374_210,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HBNB_W_DT_德安县爱民乡土塘村大冲垄$-5,115.575035,29.412581,宏站,华为,农村,农村,52,28501,5,185,2017/9/29 0:00,49202,农村, 
九江市,德安县,828374,211,828374_211,JJ_HBNB_DT_德安县爱民乡土塘村大冲垄$,JJ_HBNB_W_DT_德安县爱民乡土塘村大冲垄$-6,115.575035,29.412581,宏站,华为,农村,农村,53,28501,5,345,2017/9/29 0:00,49203,农村, 
九江市,德安县,828375,209,828375_209,JJ_HBNB_DT_德安县爱民乡西泉村$,JJ_HBNB_W_DT_德安县爱民乡西泉村$-3,115.556451,29.465844,宏站,华为,农村,农村,78,29632,5,0,2017/9/29 0:00,49204,农村, 
九江市,德安县,828375,210,828375_210,JJ_HBNB_DT_德安县爱民乡西泉村$,JJ_HBNB_W_DT_德安县爱民乡西泉村$-4,115.556451,29.465844,宏站,华为,农村,农村,79,29632,5,220,2017/9/29 0:00,49205,农村, 
